name,rank,first_year,last_year,first_version,last_version,status,confidence,change_type,proposal,resolves_to,destinations,note
Ilarvirus,genus,2005,2024,MSL23,MSL40,current,current,,,,,
Illuinvirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Iltovirus,genus,2005,2024,MSL23,MSL40,current,current,,,,,
Ilzatvirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Imeberivirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Immanueltrevirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Immutovirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Impedivirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Imvubuvirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Inbricusvirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Incheonvirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Incheonvrus,genus,2018,2021,MSL34,MSL37,renamed,exact,Renamed,2022.030B.Error_correction.zip,Incheonvirus,Incheonvirus (100%),ICTV renamed Incheonvrus to Incheonvirus by MSL40 (Renamed).
Incitativirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Incitatusivirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Indlulamithivirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Ineyimevirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Influenzavirus A,genus,2005,2016,MSL23,MSL31,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Influenzavirus B,genus,2005,2016,MSL23,MSL31,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Influenzavirus C,genus,2005,2016,MSL23,MSL31,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Influenzavirus D,genus,2016,2016,MSL31,MSL31,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Infratovirus,genus,2018,2024,MSL33,MSL40,current,current,,,,,
Infulavirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Ingelinevirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Inhavirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Inhoffenstrassevirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Inibicvirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Innesvirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Innmovirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Inovirus,genus,2005,2024,MSL23,MSL40,current,current,,,,,
Inpeasmacovirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Insbruvirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Insevirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Inshuvirus,genus,2018,2018,MSL33,MSL34,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Intasivirus,genus,2020,2022,MSL36,MSL38,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Intivirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Invictavirus,genus,2016,2024,MSL31,MSL40,current,current,,,,,
Invirovirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Iodovirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Ionavirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Ioniavirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Iotaarterivirus,genus,2018,2024,MSL33,MSL40,current,current,,,,,
Iotapapillomavirus,genus,2005,2024,MSL23,MSL40,current,current,,,,,
Iotatorquevirus,genus,2009,2024,MSL25,MSL40,current,current,,,,,
Ipivevirus,genus,2020,2022,MSL36,MSL38,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Ipomovirus,genus,2005,2024,MSL23,MSL40,current,current,,,,,
Iridovirus,genus,2005,2024,MSL23,MSL40,current,current,,,,,
Irmovirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Irrigatiovirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Irtavirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Iruqauvirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Irusalimvirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Isavirus,genus,2005,2024,MSL23,MSL40,current,current,,,,,
Ishigurovirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Ishugivirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Isoihlovirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Isoldevirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Itarudivirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Iteradensovirus,genus,2013,2024,MSL28,MSL40,current,current,,,,,
Iteravirus,genus,2005,2012,MSL23,MSL27,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Ithacavirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Ittyvirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Ivolevirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Iwahcevirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Ixovirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Jacevirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Jacunavirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Jahatvirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Jahgtovirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Jakapalmivirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Jalkavirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Jamesmcgillvirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Janusivirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Janusvirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Japarudivirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Jargovirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Jarilovirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Jarrellvirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Jasminevirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Jawnskivirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Jd18virus,genus,2016,2018,MSL31,MSL33,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Jedunavirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Jeilongvirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Jelgvirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Jelitavirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Jenstvirus,genus,2016,2024,MSL31,MSL40,current,current,,,,,
Jeonjuvirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Jerseylikevirus,genus,2014,2014,MSL29,MSL29,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Jerseyvirus,genus,2015,2024,MSL30,MSL40,current,current,,,,,
Jeruvirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Jesfedecavirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Jhansiroadvirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Jiangsuvirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Jiaodavirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Jiaoyazivirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Jiaweivirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Jiesduavirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Jiforsuvirus,genus,2020,2022,MSL36,MSL38,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Jilinvirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Jimeivirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Jimmervirus,genus,2016,2024,MSL31,MSL40,current,current,,,,,
Jinkiesvirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Johnovirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Johnsonvirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Jolieduovirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Jonvirus,genus,2018,2024,MSL33,MSL40,current,current,,,,,
Jouyvirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Js98virus,genus,2015,2018,MSL30,MSL33,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Juiceboxvirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Jujuvirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Julespiccardvirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Julieunavirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Junavirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Junduvirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Jupbevirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Justusliebigvirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Jwalphavirus,genus,2017,2024,MSL32,MSL40,current,current,,,,,
Jwxvirus,genus,2016,2018,MSL31,MSL33,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
K1gvirus,genus,2015,2018,MSL30,MSL33,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Kablunavirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Kabutovirus,genus,2018,2018,MSL34,MSL34,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Kadmovirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Kafavirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Kafunavirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Kagamiyamavirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Kagunavirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Kahfsdivirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Kahnayevirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Kahnovirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Kahraivirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Kahshuvirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Kahucivirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Kairosalinivirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Kaiwanvirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Kajamanuvirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Kajamvirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Kakivirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Kalppathivirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Kamchatkavirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Kanagawavirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Kanaloavirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Kantovirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Kaohsiungvirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Kapieceevirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Kappaarterivirus,genus,2018,2024,MSL33,MSL40,current,current,,,,,
Kappapapillomavirus,genus,2005,2024,MSL23,MSL40,current,current,,,,,
Kappatorquevirus,genus,2011,2024,MSL26,MSL40,current,current,,,,,
Karamvirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Karezivirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Karimacvirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Kayeltresvirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Kayfunavirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Kaypoctavirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Kayvirus,genus,2015,2024,MSL30,MSL40,current,current,,,,,
Kecijavirus,genus,2020,2022,MSL36,MSL38,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Kecuhnavirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Keghovirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Kehishuvirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Kehmevirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Kehrevirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Kehruavirus,genus,2020,2022,MSL36,MSL38,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Keisodnavirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Kelleziovirus,genus,2016,2024,MSL31,MSL40,current,current,,,,,
Kelmasvirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Kelquatrovirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Kembevirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Kemicevirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Kemiovirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Kempsvovirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Kenamavirus,genus,2020,2022,MSL36,MSL38,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Kenoshavirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Kenyattavirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Kerishovirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Keshuvirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Ketkevirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Keylargovirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Keyvirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Kf1virus,genus,2016,2018,MSL31,MSL33,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Kharnvirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Khurdivirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Kieseladnavirus,genus,2017,2024,MSL32,MSL40,current,current,,,,,
Kihrivirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Kihryuvirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Kihsiravirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Kikimoravirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Kilunavirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Kimihcavirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Kimonavirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Kinehtovirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Kingevirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Kinglevirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Kingscavirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Kinolwovirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Kipunavirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Kirikabuvirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Kirnavirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Kirovvirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Kisinvirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Kisquattuordecimvirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Kisquinquevirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Kiwsmaevirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Klausavirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Kleczkowskavirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Klementvirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Klosterneuburgvirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Klumppvirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Knuthellervirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Kobbarisatellite,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Kobuvirus,genus,2005,2024,MSL23,MSL40,current,current,,,,,
Kochikohdavirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Kochitakasuvirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Kohmavirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Kojivirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Kokobelvirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Kolesnikvirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Kolpuevirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Kongskuvirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Konkivirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Konmavirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Kononvirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Konstantinevirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Konwavirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Kopavirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Koroslivirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Korravirus,genus,2016,2024,MSL31,MSL40,current,current,,,,,
Kostyavirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Koteshevirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Kotilavirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Koutsourovirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Kowinovirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Kozievirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Kozyakovvirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Kp15virus,genus,2016,2018,MSL31,MSL33,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Kp32virus,genus,2016,2018,MSL31,MSL33,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Kp34virus,genus,2015,2018,MSL30,MSL33,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Kp36virus,genus,2015,2018,MSL30,MSL33,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Kpp10virus,genus,2015,2018,MSL30,MSL33,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Kpp25virus,genus,2016,2018,MSL31,MSL33,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Krakvirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Krampusvirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Kratiovirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Kratosvirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Kremarvirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Kreonivirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Krischvirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Krompvirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Kronosvirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Kronovirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Kroosvirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Krylovvirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Kryptosalinivirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Kudohovirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Kuhfotivirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Kuhshuvirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Kujavirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Kukrinivirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Kukulkanvirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Kuleanavirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Kumaovirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Kumottavirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Kungbxnavirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Kungsnevirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Kungspuvirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Kunmingvirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Kunsagivirus,genus,2014,2024,MSL29,MSL40,current,current,,,,,
Kuravirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Kusarnavirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Kuttervirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Kuwvirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Kvaramitovirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Kwaitsingvirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Kyanivirus,genus,2020,2022,MSL36,MSL38,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Kylevirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Kyungwonvirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
L5-like viruses,genus,2005,2011,MSL23,MSL26,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
L5likevirus,genus,2012,2014,MSL27,MSL29,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
L5virus,genus,2015,2018,MSL30,MSL33,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
LUZ24-like viruses,genus,2009,2011,MSL25,MSL26,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Labanvirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Labyrnavirus,genus,2011,2024,MSL26,MSL40,current,current,,,,,
Lacfervirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Lacnuvirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Lacusarxvirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Lafunavirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Lagaffevirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Lagovirus,genus,2005,2024,MSL23,MSL40,current,current,,,,,
Lahbwuvirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Lahcomavirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Lahdbrovirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Lahexavirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Lahndsivirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Laimuvirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Lakivirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Lambavirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Lambda-like viruses,genus,2005,2011,MSL23,MSL26,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Lambdaarterivirus,genus,2018,2024,MSL33,MSL40,current,current,,,,,
Lambdalikevirus,genus,2012,2014,MSL27,MSL29,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Lambdapapillomavirus,genus,2005,2024,MSL23,MSL40,current,current,,,,,
Lambdatorquevirus,genus,2011,2024,MSL26,MSL40,current,current,,,,,
Lambdavirus,genus,2015,2024,MSL30,MSL40,current,current,,,,,
Lambovirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Lamedtorquevirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Laminvirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Lamposivirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Lanavirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Langlevirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Larmunavirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Laroyevirus,genus,2016,2024,MSL31,MSL40,current,current,,,,,
Lasallevirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Lastavirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Latrobevirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Laulavirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Laumovirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Lauvirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Lavrentievavirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Layangavirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Layangbvirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Layangcvirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Lazarusvirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Lazuovirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Leahmovirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Lebotivirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Lebriduvirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Lecwavirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Ledantevirus,genus,2016,2024,MSL31,MSL40,current,current,,,,,
Lederbergvirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Leefvirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Lehamuvirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Lehemavirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Lehptavirus,genus,2020,2022,MSL36,MSL38,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
